movie_name
10 Cloverfield Lane 2016
10 Things I Hate About You 1999
12 Angry Men 1957
12 Monkeys 1995
12 Strong 2018
12 Years a Slave 2013
127 Hours 2010
13 Hours 2016
1408 2007
1917 2019
1941 1979
2001: A Space Odyssey 1968
2012 2009
21 2008
21 Jump Street 2012
22 Jump Street 2014
28 Days Later... 2002
28 Weeks Later 2007
3 Idiots 2009
30 Days of Night 2007
300 2006
3:10 to Yuma 2007
42 2013
50 First Dates 2004
500 Days of Summer 2009
50:50 2011
54 1998
8 Mile 2002
A Beautiful Mind 2001
A Bridge Too Far 1977
A Bug's Life 1998
A Clockwork Orange 1971
A Hard Day's Night 1964
A Night at the Roxbury 1998
A Nightmare on Elm Street 1984
A Quiet Place 2018
A Star Is Born 2018
A Walk to Remember 2002
About Time 2013
Abraham Lincoln: Vampire Hunter 2012
Across the Universe 2007
Airlift 2016
Akira 1988
Aladdin (Live action) 2019
Aladdin 1992
Alexander 2004
Ali 2001
Alice in Wonderland 2010
Alien 1979
Alien 3 1992
Alien vs. Predator 2004
Aliens 1986
Alien: Covenant 2017
Alien: Resurrection 1997
All Quiet on the Western Front 1930
All the President's Men 1976
Amadeus 1984
American Beauty 1999
American Gangster 2007
American History X 1998
American Hustle 2013
American Made 2017
American Pie 1999
American Psycho 2000
American Sniper 2014
Amistad 1997
Amélie 2001
Anchorman: The Legend of Ron Burgundy 2004
Angels & Demons 2009
Annie Hall 1977
Annihilation 2018
Ant-Man 2015
Antz 1998
Any Given Sunday 1999
Apocalypse Now 1979
Apollo 13 1995
Aquaman 2018
Argo 2012
Armageddon 1998
Army of Darkness 1992
Arrival 2016
As Good as It Gets 1997
Atonement 2007
Au Revoir les Enfants 1987
August Rush 2007
Avatar 2009
Avengers: Age of Ultron 2015
Avengers: Endgame 2019
Avengers: Infinity War 2018
Baby Driver 2017
Back to the Future 1985
Back to the Future Part II 1989
Back to the Future Part III 1990
Bad Teacher 2011
Balls of Fury 2007
Barry Lyndon 1975
BASEketball 1998
Batman Begins 2005
Batman Returns 1992
Batman v Superman: Dawn of Justice 2016
Battleship Potemkin 1925
Beasts of No Nation 2015
Beauty and the Beast (Live action) 1991
Beauty and the Beast 2017
Beetlejuice 1988
Before Sunrise 1995
Before Sunset 2004
Begin Again 2013
Behind The Candelabra 2013
Being John Malkovich 1999
Ben-Hur 1959
Beowulf 2007
Bhaag Milkha Bhaag 2013
Big Fish 2003
Big Hero 6 2014
Bill & Ted's Excellent Adventure 1989
Billy Elliot 2000
Bird Box 2018
Birdman or (The Unexpected Virtue of Ignorance) 2014
Black Book 2006
Black Hawk Down 2001
Black Mass 2015
Black Panther 2018
Black Snake Moan 2006
Black Swan 2010
BlacKkKlansman 2018
Blade 1998
Blade II 2002
Blade Runner 1982
Blade Runner 2049 2017
Blades of Glory 2007
Blood Diamond 2006
Bloody Sunday 2002
Blow 2001
Blue Crush 2002
Bohemian Rhapsody 2018
Bolt 2008
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 2006
Born on the Fourth of July 1989
Bram Stoker's Dracula 1992
Brave 2012
Braveheart 1995
Bridesmaids 2011
Bridge of Spies 2015
Bridget Jones's Diary 2001
Bring It On 2000
Brokeback Mountain 2005
Bruce Almighty 2003
Bull Durham 1988
Burlesque 2010
Burn After Reading 2008
Butch Cassidy and the Sundance Kid 1969
Caddyshack 1980
Call Me by Your Name 2017
Capote 2005
Captain America: Civil War 2016
Captain America: The First Avenger 2011
Captain America: The Winter Soldier 2014
Captain Corelli's Mandolin 2001
Captain Marvel 2019
Captain Phillips 2013
Carrie 1976
Cars 2 2011
Cars 2006
Casablanca 1942
Casino 1995
Casino Royale 2006
Cast Away 2000
Castle in the Sky 1986
Casualties of War 1989
Catch Me If You Can 2002
Catch-22 1970
Centurion 2010
Chak de! India 2007
Changeling 2008
Chariots of Fire 1981
Charlie and the Chocolate Factory 2005
Chicken Run 2000
Child 44 2015
Children of Heaven 1997
Children of Men 2006
Chinatown 1974
Cinderella 1950
Cinderella Man 2005
Citizen Kane 1941
City of God 2002
Clash of the Titans 2010
Click 2006
Climax 2018
Closer 2004
Cloud Atlas 2012
Cloudy with a Chance of Meatballs 2009
Cloverfield 2008
Coach Carter 2005
Coco 2017
Coffee and Cigarettes 2003
Cold Mountain 2003
Cold War 2018
Collateral 2004
Come and See 1985
Con Air 1997
Concussion 2015
Conquest 1453 2012
Constantine 2005
Contact 1997
Control 2007
Coraline 2009
Coriolanus 2011
Corpse Bride 2005
Coyote Ugly 2000
Crash 2004
Crazy Heart 2009
"Crazy, Stupid, Love 2011"
Creed 2015
Creed II 2018
Cross of Iron 1977
"Crouching Tiger, Hidden Dragon 2000"
Cube 1997
Da 5 Bloods 2020
Dallas Buyers Club 2013
Dangal 2016
Dark City 1998
Dark Shadows 2012
Darkest Hour 2017
Dawn of the Dead 2004
Days of Thunder 1990
Dead Poets Society 1989
Deadpool 2 2018
Deadpool 2016
Dear John 2010
Deepwater Horizon 2016
Defiance 2008
Deja Vu 2006
Departures 2008
Despicable Me 2 2013
Despicable Me 2010
Detroit 2017
Detroit Rock City 1999
Die Hard 1988
Die Hard 2 1990
Die Hard with a Vengeance 1995
Dirty Dancing 1987
District 9 2009
Disturbia 2007
Divergent 2014
Django Unchained 2012
Doctor Strange 2016
Doctor Zhivago 1965
Dodgeball 2004
Dog Day Afternoon 1975
Don Jon 2013
Don't Breathe 2016
Donnie Brasco 1997
Donnie Darko 2001
Downfall 2004
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964
Draft Day 2014
Drag Me to Hell 2009
Dreamgirls 2006
Drive 2011
Driven 2001
Duck Soup 1933
Duck You Sucker 1971
Dumb and Dumber 1994
Dunkirk 2017
E.T. the Extra-Terrestrial 1982
Easy A 2010
Ed Wood 1994
Edge of Tomorrow 2014
Edward Scissorhands 1990
Elf 2003
Elizabeth 1998
Elizabeth: The Golden Age 2007
Elysium 2013
Empire of the Sun 1987
Empire Records 1995
Enchanted 2007
Ender's Game 2013
Enemy at the Gates 2001
Erin Brockovich 2000
Eternal Sunshine of the Spotless Mind 2004
Eurovision Song Contest: The Story of Fire Saga 2020
Event Horizon 1997
Everest 2015
Evil Dead 2013
Evil Dead II 1987
Ex Machina 2014
Eyes Wide Shut 1999
Face:Off 1997
Fantastic 4: Rise of the Silver Surfer 2007
Fantastic Beasts and Where to Find Them 2016
Fantastic Four 2005
Fantastic Mr. Fox 2009
Fargo 1996
Fast & Furious 6 2013
Fast Five 2011
Fifty Shades of Grey 2015
Fight Club 1999
Final Destination 2 2003
Final Destination 2000
Finding Dory 2016
Finding Nemo 2003
Finding Neverland 2004
First Man 2018
Flashdance 1983
Flight 2012
Footloose 1984
Footloose II 2011
For Love of the Game 1999
Ford v Ferrari 2019
Forgetting Sarah Marshall 2008
Forrest Gump 1994
Foxcatcher 2014
Frank 2014
Friday Night Lights 2004
Friends with Benefits 2011
From Dusk Till Dawn 1996
From Hell 2001
From Here to Eternity 1953
Frost:Nixon 2008
Frozen 2013
Full Metal Jacket 1987
Furious 7 2015
Fury 2014
G.I. Jane 1997
Gandhi 1982
Gangs of New York 2002
Garden State 2004
Get Him to the Greek 2010
Get Out 2017
Gettysburg 1993
Ghost 1990
Ghost Rider 2007
Ghostbusters 1984
"Girl, Interrupted 1999"
Gladiator 2000
Glory 1989
Glory Road 2006
Godzilla 2014
Gone Baby Gone 2007
Gone Girl 2014
Gone with the Wind 1939
"Good Morning, Vietnam 1987"
"Good Night, and Good Luck. 2005"
Good Will Hunting 1997
Goodfellas 1990
Goon 2011
Gran Torino 2008
Grave of the Fireflies 1988
Gravity 2013
Grease 1978
Green Book 2018
Green Room 2015
Green Street Hooligans 2005
Gremlins 1984
Grindhouse 2007
Groundhog Day 1993
Grudge Match 2013
Guardians of the Galaxy 2014
Guardians of the Galaxy Vol. 2 2017
Hacksaw Ridge 2016
"Hail, Caesar! 2016"
Halloween 1978
Hancock 2008
Hansel & Gretel: Witch Hunters 2013
Happy Feet 2006
Happy Gilmore 1996
Happy New Year 2014
Hardball 2001
Harry Potter and the Chamber of Secrets 2002
Harry Potter and the Deathly Hallows: Part 1 2010
Harry Potter and the Deathly Hallows: Part 2 2011
Harry Potter and the Goblet of Fire 2005
Harry Potter and the Order of the Phoenix 2007
Harry Potter and the Prisoner of Azkaban 2004
Harry Potter and the Sorcerer's Stone 2001
Hart's War 2002
He Got Game 1998
Heartbreak Ridge 1986
Heat 1995
Hedwig and the Angry Inch 2001
Hellboy 2004
Hellboy II: The Golden Army 2008
Her 2013
Hercules 1997
Here Comes the Boom 2012
Hereditary 2018
Hero 2002
Hidden Figures 2016
High Fidelity 2000
Hitch 2005
Home Alone 1990
Home Alone 2: Lost in New York 1992
Honey 2003
Hoosiers 1986
Horrible Bosses 2011
Hostel 2005
Hot Fuzz 2007
Hot Rod 2007
Hotel Mumbai 2018
Hotel Rwanda 2004
Hotel Transylvania 2012
How to Lose a Guy in 10 Days 2003
How to Train Your Dragon 2 2014
How to Train Your Dragon 2010
Howl's Moving Castle 2004
Hugo 2011
Hustle & Flow 2005
I Am Legend 2007
"I Love You, Man 2009"
I'm Not There 2007
"I, Robot 2004"
"I, Tonya 2017"
Ice Age 2002
Ice Age: Continental Drift 2012
Ice Age: Dawn of the Dinosaurs 2009
Ice Age: The Meltdown 2006
Identity 2003
If I Stay 2014
In Bruges 2008
In the Land of Blood and Honey 2011
In the Name of the Father 1993
In Time 2011
Incendies 2010
Inception 2010
Incredibles 2 2018
Independence Day 1996
Indiana Jones and the Last Crusade 1989
Inglourious Basterds 2009
Inside Llewyn Davis 2013
Inside Man 2006
Inside Out 2015
Insidious 2010
Insidious: Chapter 2 2013
Insomnia 2002
Interstellar 2014
Interview with the Vampire: The Vampire Chronicles 1994
Into the Wild 2007
Invictus 2009
Invincible 2006
Ip Man 2008
Iron Man 2 2010
Iron Man 2008
Iron Man 3 2013
It 2017
It Chapter Two 2019
It Follows 2014
It's a Wonderful Life 1946
Jack Reacher 2012
Jackie 2016
Jackie Brown 1997
Jarhead 2005
Jaws 1975
Jerry Maguire 1996
Jersey Boys 2014
JFK 1991
John Wick 2014
John Wick: Chapter 2 2017
Jojo Rabbit 2019
Joker 2019
Joy 2015
Judgment at Nuremberg 1961
Juno 2007
Jurassic Park 1993
Jurassic World 2015
Just Go with It 2011
Justice League 2017
K-19: The Widowmaker 2002
Kagemusha 1980
Kelly's Heroes 1970
Kick-Ass 2010
Kickboxer 1989
Kill Bill: Vol. 1 2003
Kill Bill: Vol. 2 2004
Kingpin 1996
Kingsman: The Secret Service 2014
Knives Out 2019
Knocked Up 2007
Knowing 2009
Kong: Skull Island 2017
Kung Fu Panda 2 2011
Kung Fu Panda 2008
L.A. Confidential 1997
La Grande Illusion 1937
La La Land 2016
La Vie En Rose 2007
Last Flag Flying 2017
Law Abiding Citizen 2009
Lawrence of Arabia 1962
Legend 2015
Legends of the Fall 1994
Les Misérables 2012
Liar Liar 1997
Life 2017
Life Is Beautiful 1997
Life of Pi 2012
Lifeboat 1944
Lilo & Stitch 2002
Limitless 2011
Lincoln 2012
Lion 2016
Little Boy 2015
Little Miss Sunshine 2006
Live Free or Die Hard 2007
"Lock, Stock and Two Smoking Barrels 1998"
Logan 2017
Lone Survivor 2013
Looper 2012
Lord of War 2005
Lords of Dogtown 2005
Lost in Translation 2003
Love & Mercy 2014
Love Actually 2003
Love and Death 1975
Lucky Number Slevin 2006
Lucy 2014
Léon: The Professional 1994
M.S. Dhoni: The Untold Story 2016
Macbeth 2015
Mad Max: Fury Road 2015
Madagascar 2005
Madagascar 3: Europe's Most Wanted 2012
Madagascar: Escape 2 Africa 2008
Magic Mike XXL 2015
Major League 1989
Malcolm X 1992
Mama 2013
Mamma Mia! 2008
Man of Steel 2013
Man on Fire 2004
Man on the Moon 1999
Marie Antoinette 2006
Marriage Story 2019
Mary and Max 2009
MASH 1970
Match Point 2005
"McFarland, USA 2015"
Me Before You 2016
Meet Joe Black 1998
Meet the Fockers 2004
