,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
0,1.0974930362116992,0.25,0.486404833836858,0.0,1.112994350282486
1,0.3732590529247911,0.19594594594594594,0.3987915407854985,0.8333333333333334,0.2966101694915254
2,0.9944289693593314,1.2972972972972974,1.2175226586102719,1.7083333333333333,1.307909604519774
3,0.5738161559888579,0.7635135135135135,1.3051359516616314,0.8333333333333334,0.6073446327683616
4,0.2757660167130919,0.0472972972972973,0.1540785498489426,0.0,0.3418079096045198
5,0.5905292479108635,0.40540540540540543,1.2114803625377644,0.4166666666666667,1.655367231638418
6,0.3565459610027855,0.9797297297297297,1.0332326283987916,0.0,0.4378531073446328
7,0.3983286908077994,0.0472972972972973,0.25075528700906347,0.0,0.556497175141243
8,0.5738161559888579,0.831081081081081,0.8610271903323263,0.4166666666666667,0.2175141242937853
9,1.5933147632311977,0.3108108108108108,0.44108761329305135,0.4166666666666667,1.765536723163842
10,0.11142061281337047,0.11486486486486487,0.22054380664652568,0.7083333333333334,0.12429378531073447
11,1.2089136490250696,1.9189189189189189,1.4259818731117824,2.0833333333333335,1.3700564971751412
12,0.28133704735376047,1.1824324324324325,0.8972809667673716,0.2916666666666667,0.3418079096045198
13,0.2618384401114206,0.42567567567567566,0.6253776435045317,0.0,0.11864406779661017
14,0.3398328690807799,0.4391891891891892,0.6586102719033232,0.0,0.5536723163841808
15,0.27298050139275765,0.10135135135135136,0.5830815709969789,0.0,0.7994350282485876
16,0.7409470752089137,1.1486486486486487,0.9879154078549849,1.0833333333333333,0.6271186440677966
17,0.5348189415041783,0.9527027027027027,0.8277945619335347,0.375,0.2231638418079096
18,0.28969359331476324,0.14864864864864866,0.3716012084592145,0.4166666666666667,0.4604519774011299
19,0.3871866295264624,0.6554054054054054,0.8036253776435045,0.375,0.20903954802259886
20,0.9526462395543176,1.662162162162162,1.8610271903323263,0.8333333333333334,0.7146892655367232
21,0.7214484679665738,0.6756756756756757,1.1027190332326284,0.0,0.3220338983050847
22,0.2395543175487465,0.16891891891891891,0.4743202416918429,0.4166666666666667,0.3672316384180791
23,0.298050139275766,0.5067567567567568,0.4259818731117825,0.4166666666666667,0.3418079096045198
24,0.6016713091922006,0.8581081081081081,0.9486404833836858,0.0,0.3389830508474576
25,0.3286908077994429,0.3783783783783784,0.5438066465256798,0.0,0.3192090395480226
26,0.036211699164345405,0.0,0.18429003021148035,0.0,0.096045197740113
27,0.3732590529247911,0.21621621621621623,0.3202416918429003,0.0,0.3474576271186441
28,0.7966573816155988,0.5472972972972973,0.9274924471299094,0.0,1.0225988700564972
29,0.18662952646239556,0.08783783783783784,0.2537764350453172,0.0,0.3220338983050847
30,0.42896935933147634,0.42567567567567566,0.19637462235649547,1.0416666666666667,0.3728813559322034
